Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Feel energized throughout the day?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Track your fats?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Feel in control of your life,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Feel you had the resources/skills to complete daily goals?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Feel a sense of purpose?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Hydrate sufficiently?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Experience any irritability?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Eat any food close to bedtime?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Masturbate?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Consume meat?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Take a melatonin supplement?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Feel motivated?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Work the night shift?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Have an on-call shift?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Spend time outdoors?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Track your protein?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Read (non-screened device) while in bed?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Use a sauna?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Experience seasonal allergies?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Engage in sexual activity?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Share your bed?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Sleep in the same bed as usual?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Feel socially fulfilled?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Experience any stress?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Spend time stretching?,TRUE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Have a therapy session?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Work late?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Follow a gluten-free diet?,FALSE,
3/7/2022 2:18,3/7/2022 21:57,UTC-06:00,Injured / Not Injured,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Consume added sugar?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Have any alcoholic drinks?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Wear blue-light blocking glasses before bed?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Use breathwork?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Have any caffeine? ,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Track your carbohydrates?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Visit the Chiropractor?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Avoid consuming processed foods?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Consume dairy?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,View a screened device while in bed?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Wear ear plugs to bed?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Feel energized throughout the day?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Track your fats?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Feel in control of your life,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Feel a sense of purpose?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Hydrate sufficiently?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Experience any irritability?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Eat any food close to bedtime?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Masturbate?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Consume meat?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Take a melatonin supplement?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Feel motivated?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Work the night shift?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Have an on-call shift?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Spend time outdoors?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Track your protein?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Read (non-screened device) while in bed?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Use a sauna?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Experience seasonal allergies?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Engage in sexual activity?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Share your bed?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Sleep in the same bed as usual?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Feel socially fulfilled?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Experience any stress?,TRUE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Spend time stretching?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Have a therapy session?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Work late?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Follow a gluten-free diet?,FALSE,
2/27/2022 22:27,3/1/2022 2:02,UTC-06:00,Injured / Not Injured,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Consume added sugar?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Have any alcoholic drinks?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Wear blue-light blocking glasses before bed?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Use breathwork?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Have any caffeine? ,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Track your carbohydrates?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Visit the Chiropractor?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Avoid consuming processed foods?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Consume dairy?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,View a screened device while in bed?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Wear ear plugs to bed?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Feel emotionally and mentally stable?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Feel energized throughout the day?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Track your fats?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Feel in control of your life,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Feel a sense of purpose?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Hydrate sufficiently?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Experience any irritability?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Eat any food close to bedtime?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Masturbate?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Consume meat?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Take a melatonin supplement?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Feel motivated?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Work the night shift?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Have an on-call shift?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Spend time outdoors?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Track your protein?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Read (non-screened device) while in bed?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Use a sauna?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Experience seasonal allergies?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Engage in sexual activity?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Share your bed?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Sleep in the same bed as usual?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Feel socially fulfilled?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Experience any stress?,TRUE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Spend time stretching?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Have a therapy session?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Work late?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Follow a gluten-free diet?,FALSE,
2/27/2022 0:00,2/27/2022 22:27,UTC-06:00,Injured / Not Injured,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Consume added sugar?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Have any alcoholic drinks?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Wear blue-light blocking glasses before bed?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Use breathwork?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Have any caffeine? ,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Track your carbohydrates?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Visit the Chiropractor?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Avoid consuming processed foods?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Consume dairy?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,View a screened device while in bed?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Wear ear plugs to bed?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Feel energized throughout the day?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Track your fats?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Feel in control of your life,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Feel a sense of purpose?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Hydrate sufficiently?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Experience any irritability?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Eat any food close to bedtime?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Masturbate?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Consume meat?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Take a melatonin supplement?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Feel motivated?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Work the night shift?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Have an on-call shift?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Spend time outdoors?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Track your protein?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Read (non-screened device) while in bed?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Use a sauna?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Experience seasonal allergies?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Engage in sexual activity?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Share your bed?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Sleep in the same bed as usual?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Feel socially fulfilled?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Experience any stress?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Spend time stretching?,TRUE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Have a therapy session?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Work late?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Follow a gluten-free diet?,FALSE,
2/24/2022 21:57,2/25/2022 21:57,UTC-06:00,Injured / Not Injured,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Consume added sugar?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Have any alcoholic drinks?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Wear blue-light blocking glasses before bed?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Use breathwork?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Have any caffeine? ,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Track your carbohydrates?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Visit the Chiropractor?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Avoid consuming processed foods?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Consume dairy?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,View a screened device while in bed?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Have a dog in the room while sleeping?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Wear ear plugs to bed?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Feel energized throughout the day?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Track your fats?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Feel in control of your life,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Feel a sense of purpose?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Hydrate sufficiently?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Experience any irritability?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Eat any food close to bedtime?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Masturbate?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Consume meat?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Take a melatonin supplement?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Feel motivated?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Work the night shift?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Have an on-call shift?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Spend time outdoors?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Track your protein?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Read (non-screened device) while in bed?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Use a sauna?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Experience seasonal allergies?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Engage in sexual activity?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Share your bed?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Sleep in the same bed as usual?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Feel socially fulfilled?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Experience any stress?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Spend time stretching?,TRUE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Have a therapy session?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Work late?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Follow a gluten-free diet?,FALSE,
2/22/2022 22:35,2/23/2022 21:42,UTC-06:00,Injured / Not Injured,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Consume added sugar?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Have any alcoholic drinks?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Wear blue-light blocking glasses before bed?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Use breathwork?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Have any caffeine? ,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Track your carbohydrates?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Visit the Chiropractor?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Avoid consuming processed foods?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Consume dairy?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,View a screened device while in bed?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Wear ear plugs to bed?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Feel energized throughout the day?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Track your fats?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Feel in control of your life,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Feel a sense of purpose?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Hydrate sufficiently?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Experience any irritability?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Eat any food close to bedtime?,TRUE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Masturbate?,FALSE,
2/20/2022 22:05,2/21/2022 21:26,UTC-06:00,Consume meat?,TRUE,
