cstart,cend,question,answeredyes
4/12/2020 20:58,4/13/2020 22:28,Have any alcoholic drinks?,FALSE
4/12/2020 20:58,4/13/2020 22:28,Take an anti-inflammatory NSAID?,FALSE
4/12/2020 20:58,4/13/2020 22:28,Wear blue-light blocking glasses before bed?,TRUE
4/12/2020 20:58,4/13/2020 22:28,Have any caffeine? ,TRUE
4/12/2020 20:58,4/13/2020 22:28,View a screened device while in bed?,TRUE
4/12/2020 20:58,4/13/2020 22:28,Consume meat?,FALSE
4/12/2020 20:58,4/13/2020 22:28,Take a melatonin supplement?,TRUE
4/12/2020 20:58,4/13/2020 22:28,Sleep in the same bed as usual?,TRUE
4/12/2020 20:58,4/13/2020 22:28,Experience any stress?,FALSE
4/12/2020 20:58,4/13/2020 22:28,Spend time stretching?,TRUE
4/12/2020 20:58,4/13/2020 22:28,Experiencing COVID-19 symptoms?,FALSE
4/12/2020 20:58,4/13/2020 22:28,Injured / Not Injured,FALSE
4/12/2020 20:58,4/13/2020 22:28,Sick / Not Sick,FALSE
4/12/2020 20:58,4/13/2020 22:28,Single / Not Single,TRUE
4/13/2020 22:28,4/15/2020 0:11,Have any alcoholic drinks?,FALSE
4/13/2020 22:28,4/15/2020 0:11,Take an anti-inflammatory NSAID?,TRUE
4/13/2020 22:28,4/15/2020 0:11,Wear blue-light blocking glasses before bed?,TRUE
4/13/2020 22:28,4/15/2020 0:11,Have any caffeine? ,TRUE
4/13/2020 22:28,4/15/2020 0:11,View a screened device while in bed?,TRUE
4/13/2020 22:28,4/15/2020 0:11,Consume meat?,TRUE
4/13/2020 22:28,4/15/2020 0:11,Take a melatonin supplement?,TRUE
4/13/2020 22:28,4/15/2020 0:11,Sleep in the same bed as usual?,FALSE
4/13/2020 22:28,4/15/2020 0:11,Experience any stress?,FALSE
4/13/2020 22:28,4/15/2020 0:11,Spend time stretching?,TRUE
4/13/2020 22:28,4/15/2020 0:11,Experiencing COVID-19 symptoms?,FALSE
4/13/2020 22:28,4/15/2020 0:11,Injured / Not Injured,FALSE
4/13/2020 22:28,4/15/2020 0:11,Sick / Not Sick,FALSE
4/13/2020 22:28,4/15/2020 0:11,Single / Not Single,TRUE
4/15/2020 0:11,4/15/2020 21:59,Have any alcoholic drinks?,FALSE
4/15/2020 0:11,4/15/2020 21:59,Take an anti-inflammatory NSAID?,FALSE
4/15/2020 0:11,4/15/2020 21:59,Wear blue-light blocking glasses before bed?,TRUE
4/15/2020 0:11,4/15/2020 21:59,Have any caffeine? ,TRUE
4/15/2020 0:11,4/15/2020 21:59,View a screened device while in bed?,FALSE
4/15/2020 0:11,4/15/2020 21:59,Consume meat?,TRUE
4/15/2020 0:11,4/15/2020 21:59,Take a melatonin supplement?,TRUE
4/15/2020 0:11,4/15/2020 21:59,Sleep in the same bed as usual?,TRUE
4/15/2020 0:11,4/15/2020 21:59,Experience any stress?,FALSE
4/15/2020 0:11,4/15/2020 21:59,Spend time stretching?,TRUE
4/15/2020 0:11,4/15/2020 21:59,Experiencing COVID-19 symptoms?,FALSE
4/15/2020 0:11,4/15/2020 21:59,Injured / Not Injured,FALSE
4/15/2020 0:11,4/15/2020 21:59,Sick / Not Sick,FALSE
4/15/2020 0:11,4/15/2020 21:59,Single / Not Single,TRUE
4/15/2020 21:59,4/17/2020 1:15,Have any alcoholic drinks?,FALSE
4/15/2020 21:59,4/17/2020 1:15,Take an anti-inflammatory NSAID?,TRUE
4/15/2020 21:59,4/17/2020 1:15,Wear blue-light blocking glasses before bed?,TRUE
4/15/2020 21:59,4/17/2020 1:15,Have any caffeine? ,TRUE
4/15/2020 21:59,4/17/2020 1:15,View a screened device while in bed?,TRUE
4/15/2020 21:59,4/17/2020 1:15,Consume meat?,FALSE
4/15/2020 21:59,4/17/2020 1:15,Take a melatonin supplement?,TRUE
4/15/2020 21:59,4/17/2020 1:15,Sleep in the same bed as usual?,TRUE
4/15/2020 21:59,4/17/2020 1:15,Experience any stress?,FALSE
4/15/2020 21:59,4/17/2020 1:15,Spend time stretching?,TRUE
4/15/2020 21:59,4/17/2020 1:15,Experiencing COVID-19 symptoms?,FALSE
4/15/2020 21:59,4/17/2020 1:15,Injured / Not Injured,FALSE
4/15/2020 21:59,4/17/2020 1:15,Sick / Not Sick,FALSE
4/15/2020 21:59,4/17/2020 1:15,Single / Not Single,TRUE
4/17/2020 1:15,4/17/2020 21:42,Have any alcoholic drinks?,FALSE
4/17/2020 1:15,4/17/2020 21:42,Take an anti-inflammatory NSAID?,TRUE
4/17/2020 1:15,4/17/2020 21:42,Wear blue-light blocking glasses before bed?,TRUE
4/17/2020 1:15,4/17/2020 21:42,Have any caffeine? ,TRUE
4/17/2020 1:15,4/17/2020 21:42,View a screened device while in bed?,FALSE
4/17/2020 1:15,4/17/2020 21:42,Consume meat?,TRUE
4/17/2020 1:15,4/17/2020 21:42,Take a melatonin supplement?,TRUE
4/17/2020 1:15,4/17/2020 21:42,Sleep in the same bed as usual?,TRUE
4/17/2020 1:15,4/17/2020 21:42,Experience any stress?,FALSE
4/17/2020 1:15,4/17/2020 21:42,Spend time stretching?,TRUE
4/17/2020 1:15,4/17/2020 21:42,Experiencing COVID-19 symptoms?,FALSE
4/17/2020 1:15,4/17/2020 21:42,Injured / Not Injured,FALSE
4/17/2020 1:15,4/17/2020 21:42,Sick / Not Sick,FALSE
4/17/2020 1:15,4/17/2020 21:42,Single / Not Single,TRUE
4/17/2020 21:42,4/18/2020 21:38,Have any alcoholic drinks?,FALSE
4/17/2020 21:42,4/18/2020 21:38,Take an anti-inflammatory NSAID?,TRUE
4/17/2020 21:42,4/18/2020 21:38,Wear blue-light blocking glasses before bed?,TRUE
4/17/2020 21:42,4/18/2020 21:38,Have any caffeine? ,TRUE
4/17/2020 21:42,4/18/2020 21:38,View a screened device while in bed?,FALSE
4/17/2020 21:42,4/18/2020 21:38,Consume meat?,TRUE
4/17/2020 21:42,4/18/2020 21:38,Take a melatonin supplement?,TRUE
4/17/2020 21:42,4/18/2020 21:38,Sleep in the same bed as usual?,TRUE
4/17/2020 21:42,4/18/2020 21:38,Experience any stress?,FALSE
4/17/2020 21:42,4/18/2020 21:38,Spend time stretching?,TRUE
4/17/2020 21:42,4/18/2020 21:38,Experiencing COVID-19 symptoms?,FALSE
4/17/2020 21:42,4/18/2020 21:38,Injured / Not Injured,FALSE
4/17/2020 21:42,4/18/2020 21:38,Sick / Not Sick,FALSE
4/17/2020 21:42,4/18/2020 21:38,Single / Not Single,TRUE
4/18/2020 21:38,4/19/2020 23:05,Have any alcoholic drinks?,FALSE
4/18/2020 21:38,4/19/2020 23:05,Take an anti-inflammatory NSAID?,TRUE
4/18/2020 21:38,4/19/2020 23:05,Wear blue-light blocking glasses before bed?,TRUE
4/18/2020 21:38,4/19/2020 23:05,Have any caffeine? ,TRUE
4/18/2020 21:38,4/19/2020 23:05,View a screened device while in bed?,TRUE
4/18/2020 21:38,4/19/2020 23:05,Consume meat?,TRUE
4/18/2020 21:38,4/19/2020 23:05,Take a melatonin supplement?,TRUE
4/18/2020 21:38,4/19/2020 23:05,Sleep in the same bed as usual?,FALSE
4/18/2020 21:38,4/19/2020 23:05,Experience any stress?,FALSE
4/18/2020 21:38,4/19/2020 23:05,Spend time stretching?,TRUE
4/18/2020 21:38,4/19/2020 23:05,Experiencing COVID-19 symptoms?,FALSE
4/18/2020 21:38,4/19/2020 23:05,Injured / Not Injured,FALSE
4/18/2020 21:38,4/19/2020 23:05,Sick / Not Sick,FALSE
4/18/2020 21:38,4/19/2020 23:05,Single / Not Single,TRUE
4/19/2020 23:05,4/20/2020 21:37,Have any alcoholic drinks?,FALSE
4/19/2020 23:05,4/20/2020 21:37,Take an anti-inflammatory NSAID?,TRUE
4/19/2020 23:05,4/20/2020 21:37,Wear blue-light blocking glasses before bed?,TRUE
4/19/2020 23:05,4/20/2020 21:37,Have any caffeine? ,TRUE
4/19/2020 23:05,4/20/2020 21:37,View a screened device while in bed?,TRUE
4/19/2020 23:05,4/20/2020 21:37,Consume meat?,TRUE
4/19/2020 23:05,4/20/2020 21:37,Take a melatonin supplement?,TRUE
4/19/2020 23:05,4/20/2020 21:37,Sleep in the same bed as usual?,TRUE
4/19/2020 23:05,4/20/2020 21:37,Experience any stress?,FALSE
4/19/2020 23:05,4/20/2020 21:37,Spend time stretching?,TRUE
4/19/2020 23:05,4/20/2020 21:37,Experiencing COVID-19 symptoms?,FALSE
4/19/2020 23:05,4/20/2020 21:37,Injured / Not Injured,FALSE
4/19/2020 23:05,4/20/2020 21:37,Sick / Not Sick,FALSE
4/19/2020 23:05,4/20/2020 21:37,Single / Not Single,TRUE
4/20/2020 21:37,4/21/2020 22:17,Have any alcoholic drinks?,FALSE
4/20/2020 21:37,4/21/2020 22:17,Take an anti-inflammatory NSAID?,FALSE
4/20/2020 21:37,4/21/2020 22:17,Wear blue-light blocking glasses before bed?,TRUE
4/20/2020 21:37,4/21/2020 22:17,Have any caffeine? ,TRUE
4/20/2020 21:37,4/21/2020 22:17,View a screened device while in bed?,TRUE
4/20/2020 21:37,4/21/2020 22:17,Consume meat?,TRUE
4/20/2020 21:37,4/21/2020 22:17,Take a melatonin supplement?,TRUE
4/20/2020 21:37,4/21/2020 22:17,Sleep in the same bed as usual?,TRUE
4/20/2020 21:37,4/21/2020 22:17,Experience any stress?,FALSE
4/20/2020 21:37,4/21/2020 22:17,Spend time stretching?,TRUE
4/20/2020 21:37,4/21/2020 22:17,Experiencing COVID-19 symptoms?,FALSE
4/20/2020 21:37,4/21/2020 22:17,Injured / Not Injured,FALSE
4/20/2020 21:37,4/21/2020 22:17,Sick / Not Sick,FALSE
4/20/2020 21:37,4/21/2020 22:17,Single / Not Single,TRUE
4/21/2020 22:17,4/22/2020 22:31,Have any alcoholic drinks?,FALSE
4/21/2020 22:17,4/22/2020 22:31,Take an anti-inflammatory NSAID?,FALSE
4/21/2020 22:17,4/22/2020 22:31,Wear blue-light blocking glasses before bed?,TRUE
4/21/2020 22:17,4/22/2020 22:31,Have any caffeine? ,TRUE
4/21/2020 22:17,4/22/2020 22:31,View a screened device while in bed?,FALSE
4/21/2020 22:17,4/22/2020 22:31,Consume meat?,TRUE
4/21/2020 22:17,4/22/2020 22:31,Take a melatonin supplement?,TRUE
4/21/2020 22:17,4/22/2020 22:31,Sleep in the same bed as usual?,TRUE
4/21/2020 22:17,4/22/2020 22:31,Experience any stress?,FALSE
4/21/2020 22:17,4/22/2020 22:31,Spend time stretching?,TRUE
4/21/2020 22:17,4/22/2020 22:31,Experiencing COVID-19 symptoms?,FALSE
4/21/2020 22:17,4/22/2020 22:31,Injured / Not Injured,FALSE
4/21/2020 22:17,4/22/2020 22:31,Sick / Not Sick,FALSE
4/21/2020 22:17,4/22/2020 22:31,Single / Not Single,TRUE
4/22/2020 22:31,4/23/2020 22:27,Have any alcoholic drinks?,FALSE
4/22/2020 22:31,4/23/2020 22:27,Take an anti-inflammatory NSAID?,TRUE
4/22/2020 22:31,4/23/2020 22:27,Wear blue-light blocking glasses before bed?,TRUE
4/22/2020 22:31,4/23/2020 22:27,Have any caffeine? ,TRUE
4/22/2020 22:31,4/23/2020 22:27,View a screened device while in bed?,FALSE
4/22/2020 22:31,4/23/2020 22:27,Consume meat?,TRUE
4/22/2020 22:31,4/23/2020 22:27,Take a melatonin supplement?,TRUE
4/22/2020 22:31,4/23/2020 22:27,Sleep in the same bed as usual?,TRUE
4/22/2020 22:31,4/23/2020 22:27,Experience any stress?,FALSE
4/22/2020 22:31,4/23/2020 22:27,Spend time stretching?,TRUE
4/22/2020 22:31,4/23/2020 22:27,Experiencing COVID-19 symptoms?,FALSE
4/22/2020 22:31,4/23/2020 22:27,Injured / Not Injured,FALSE
4/22/2020 22:31,4/23/2020 22:27,Sick / Not Sick,FALSE
4/22/2020 22:31,4/23/2020 22:27,Single / Not Single,TRUE
4/23/2020 22:27,4/24/2020 23:01,Have any alcoholic drinks?,FALSE
4/23/2020 22:27,4/24/2020 23:01,Take an anti-inflammatory NSAID?,TRUE
4/23/2020 22:27,4/24/2020 23:01,Wear blue-light blocking glasses before bed?,TRUE
4/23/2020 22:27,4/24/2020 23:01,Have any caffeine? ,TRUE
4/23/2020 22:27,4/24/2020 23:01,View a screened device while in bed?,TRUE
4/23/2020 22:27,4/24/2020 23:01,Consume meat?,TRUE
4/23/2020 22:27,4/24/2020 23:01,Take a melatonin supplement?,TRUE
4/23/2020 22:27,4/24/2020 23:01,Sleep in the same bed as usual?,TRUE
4/23/2020 22:27,4/24/2020 23:01,Experience any stress?,FALSE
4/23/2020 22:27,4/24/2020 23:01,Spend time stretching?,TRUE
4/23/2020 22:27,4/24/2020 23:01,Experiencing COVID-19 symptoms?,FALSE
4/23/2020 22:27,4/24/2020 23:01,Injured / Not Injured,FALSE
4/23/2020 22:27,4/24/2020 23:01,Sick / Not Sick,FALSE
4/23/2020 22:27,4/24/2020 23:01,Single / Not Single,TRUE
4/24/2020 23:01,4/25/2020 22:35,Have any alcoholic drinks?,FALSE
4/24/2020 23:01,4/25/2020 22:35,Take an anti-inflammatory NSAID?,FALSE
4/24/2020 23:01,4/25/2020 22:35,Wear blue-light blocking glasses before bed?,TRUE
4/24/2020 23:01,4/25/2020 22:35,Have any caffeine? ,TRUE
4/24/2020 23:01,4/25/2020 22:35,View a screened device while in bed?,FALSE
4/24/2020 23:01,4/25/2020 22:35,Consume meat?,TRUE
4/24/2020 23:01,4/25/2020 22:35,Take a melatonin supplement?,TRUE
4/24/2020 23:01,4/25/2020 22:35,Sleep in the same bed as usual?,TRUE
4/24/2020 23:01,4/25/2020 22:35,Experience any stress?,TRUE
4/24/2020 23:01,4/25/2020 22:35,Spend time stretching?,FALSE
4/24/2020 23:01,4/25/2020 22:35,Experiencing COVID-19 symptoms?,FALSE
4/24/2020 23:01,4/25/2020 22:35,Injured / Not Injured,FALSE
4/24/2020 23:01,4/25/2020 22:35,Sick / Not Sick,FALSE
4/24/2020 23:01,4/25/2020 22:35,Single / Not Single,TRUE
4/25/2020 22:35,4/26/2020 21:28,Have any alcoholic drinks?,FALSE
4/25/2020 22:35,4/26/2020 21:28,Take an anti-inflammatory NSAID?,FALSE
4/25/2020 22:35,4/26/2020 21:28,Wear blue-light blocking glasses before bed?,TRUE
4/25/2020 22:35,4/26/2020 21:28,Have any caffeine? ,TRUE
4/25/2020 22:35,4/26/2020 21:28,View a screened device while in bed?,TRUE
4/25/2020 22:35,4/26/2020 21:28,Consume meat?,TRUE
4/25/2020 22:35,4/26/2020 21:28,Take a melatonin supplement?,TRUE
4/25/2020 22:35,4/26/2020 21:28,Sleep in the same bed as usual?,TRUE
4/25/2020 22:35,4/26/2020 21:28,Experience any stress?,TRUE
4/25/2020 22:35,4/26/2020 21:28,Spend time stretching?,FALSE
4/25/2020 22:35,4/26/2020 21:28,Experiencing COVID-19 symptoms?,FALSE
4/25/2020 22:35,4/26/2020 21:28,Injured / Not Injured,FALSE
4/25/2020 22:35,4/26/2020 21:28,Sick / Not Sick,FALSE
4/25/2020 22:35,4/26/2020 21:28,Single / Not Single,TRUE
4/26/2020 21:28,4/27/2020 21:41,Have any alcoholic drinks?,FALSE
4/26/2020 21:28,4/27/2020 21:41,Take an anti-inflammatory NSAID?,TRUE
4/26/2020 21:28,4/27/2020 21:41,Wear blue-light blocking glasses before bed?,TRUE
4/26/2020 21:28,4/27/2020 21:41,Have any caffeine? ,TRUE
4/26/2020 21:28,4/27/2020 21:41,View a screened device while in bed?,TRUE
4/26/2020 21:28,4/27/2020 21:41,Consume meat?,TRUE
4/26/2020 21:28,4/27/2020 21:41,Take a melatonin supplement?,TRUE
4/26/2020 21:28,4/27/2020 21:41,Sleep in the same bed as usual?,TRUE
4/26/2020 21:28,4/27/2020 21:41,Experience any stress?,TRUE
4/26/2020 21:28,4/27/2020 21:41,Spend time stretching?,TRUE
